0,"Rule1499858854","TB_SAMPLE",13,"title","HYUNDAI TUCSON 2008^1ST OWNER^ "
0,"Rule1499858854","TB_SAMPLE",11,"title","HYUNDAI TUCSON 2008^1ST OWNER^ "
0,"Rule1499858854","TB_SAMPLE",11,"brand_name","hyundai"
0,"Rule1499858854","TB_SAMPLE",13,"brand_name","mitsubishi"
1,"Rule1499858854","TB_SAMPLE",9,"brand_name","nissan"
1,"Rule1499858854","TB_SAMPLE",9,"title","NISSAN PATHFINDER SE (FULL OPTION) FOR SALE"
1,"Rule1499858854","TB_SAMPLE",10,"title","NISSAN PATHFINDER SE (FULL OPTION) FOR SALE"
1,"Rule1499858854","TB_SAMPLE",10,"brand_name","Mercedes"
2,"Rule1499858854","TB_SAMPLE",2,"title","Mitsubishi NATIVA 2004 4WD - QAR 22^000"
2,"Rule1499858854","TB_SAMPLE",2,"brand_name","mitsubishi"
2,"Rule1499858854","TB_SAMPLE",24,"title","Mitsubishi NATIVA 2004 4WD - QAR 22^000"
2,"Rule1499858854","TB_SAMPLE",24,"brand_name","BMW"
3,"Rule1499858854","TB_SAMPLE",12,"brand_name","hyundai"
3,"Rule1499858854","TB_SAMPLE",25,"brand_name","mitsubishi"
3,"Rule1499858854","TB_SAMPLE",12,"title","Hyundai Sonata 2012"
3,"Rule1499858854","TB_SAMPLE",25,"title","Hyundai Sonata 2012"
4,"Rule1499858854","TB_SAMPLE",8,"title","Nissan Murano full option^ Model 2008^ Low mileage 41^000Km only price reduced for quick sale"
4,"Rule1499858854","TB_SAMPLE",18,"brand_name","ford"
4,"Rule1499858854","TB_SAMPLE",18,"title","Nissan Murano full option^ Model 2008^ Low mileage 41^000Km only price reduced for quick sale"
4,"Rule1499858854","TB_SAMPLE",8,"brand_name","nissan"
5,"Rule1499858854","TB_SAMPLE",12,"brand_name","hyundai"
5,"Rule1499858854","TB_SAMPLE",16,"title","Hyundai Sonata 2012"
5,"Rule1499858854","TB_SAMPLE",12,"title","Hyundai Sonata 2012"
5,"Rule1499858854","TB_SAMPLE",16,"brand_name","toyota"
6,"Rule1499858854","TB_SAMPLE",14,"title","Nissan Murano full option^ Model 2008^ Low mileage 41^000Km only price reduced for quick sale"
6,"Rule1499858854","TB_SAMPLE",18,"brand_name","ford"
6,"Rule1499858854","TB_SAMPLE",14,"brand_name","toyota"
6,"Rule1499858854","TB_SAMPLE",18,"title","Nissan Murano full option^ Model 2008^ Low mileage 41^000Km only price reduced for quick sale"
7,"Rule1499858854","TB_SAMPLE",16,"title","Hyundai Sonata 2012"
7,"Rule1499858854","TB_SAMPLE",25,"brand_name","mitsubishi"
7,"Rule1499858854","TB_SAMPLE",25,"title","Hyundai Sonata 2012"
7,"Rule1499858854","TB_SAMPLE",16,"brand_name","toyota"
8,"Rule1499858854","TB_SAMPLE",14,"title","Nissan Murano full option^ Model 2008^ Low mileage 41^000Km only price reduced for quick sale"
8,"Rule1499858854","TB_SAMPLE",8,"title","Nissan Murano full option^ Model 2008^ Low mileage 41^000Km only price reduced for quick sale"
8,"Rule1499858854","TB_SAMPLE",14,"brand_name","toyota"
8,"Rule1499858854","TB_SAMPLE",8,"brand_name","nissan"
9,"Rule1499858854","TB_SAMPLE",4,"brand_name","toyota"
9,"Rule1499858854","TB_SAMPLE",4,"title","Toyota Yaris 2006 MANUAL GEAR"
9,"Rule1499858854","TB_SAMPLE",6,"brand_name","honda"
9,"Rule1499858854","TB_SAMPLE",6,"title","Toyota Yaris 2006 MANUAL GEAR"
10,"Rule1499858854","TB_SAMPLE",7,"title","For Sell Mitsubishi Pajero 2006"
10,"Rule1499858854","TB_SAMPLE",21,"title","For Sell Mitsubishi Pajero 2006"
10,"Rule1499858854","TB_SAMPLE",7,"brand_name","mitsubishi"
10,"Rule1499858854","TB_SAMPLE",21,"brand_name","Toyota"
11,"Rule1499858854","TB_SAMPLE",3,"title","Mitsubishi NATIVA 2004 4WD - QAR 22^000"
11,"Rule1499858854","TB_SAMPLE",24,"title","Mitsubishi NATIVA 2004 4WD - QAR 22^000"
11,"Rule1499858854","TB_SAMPLE",3,"brand_name","nissan"
11,"Rule1499858854","TB_SAMPLE",24,"brand_name","BMW"
12,"Rule1499858854","TB_SAMPLE",2,"title","Mitsubishi NATIVA 2004 4WD - QAR 22^000"
12,"Rule1499858854","TB_SAMPLE",3,"title","Mitsubishi NATIVA 2004 4WD - QAR 22^000"
12,"Rule1499858854","TB_SAMPLE",2,"brand_name","mitsubishi"
12,"Rule1499858854","TB_SAMPLE",3,"brand_name","nissan"
