0,"Rule1058654351","TB_TEMP",9,"title","NISSAN PATHFINDER SE (FULL OPTION) FOR SALE"
0,"Rule1058654351","TB_TEMP",10,"brand_name","Mercedes"
0,"Rule1058654351","TB_TEMP",9,"brand_name","nissan"
0,"Rule1058654351","TB_TEMP",10,"title","NISSAN PATHFINDER SE (FULL OPTION) FOR SALE"
1,"Rule1058654351","TB_TEMP",24,"title","Mitsubishi NATIVA 2004 4WD - QAR 22^000"
1,"Rule1058654351","TB_TEMP",2,"title","Mitsubishi NATIVA 2004 4WD - QAR 22^000"
1,"Rule1058654351","TB_TEMP",24,"brand_name","BMW"
1,"Rule1058654351","TB_TEMP",2,"brand_name","mitsubishi"
2,"Rule1058654351","TB_TEMP",3,"title","Mitsubishi NATIVA 2004 4WD - QAR 22^000"
2,"Rule1058654351","TB_TEMP",24,"title","Mitsubishi NATIVA 2004 4WD - QAR 22^000"
2,"Rule1058654351","TB_TEMP",24,"brand_name","BMW"
2,"Rule1058654351","TB_TEMP",3,"brand_name","nissan"
3,"Rule1058654351","TB_TEMP",3,"title","Mitsubishi NATIVA 2004 4WD - QAR 22^000"
3,"Rule1058654351","TB_TEMP",2,"title","Mitsubishi NATIVA 2004 4WD - QAR 22^000"
3,"Rule1058654351","TB_TEMP",2,"brand_name","mitsubishi"
3,"Rule1058654351","TB_TEMP",3,"brand_name","nissan"
4,"Rule1058654351","TB_TEMP",18,"brand_name","ford"
4,"Rule1058654351","TB_TEMP",8,"brand_name","nissan"
4,"Rule1058654351","TB_TEMP",18,"title","Nissan Murano full option^ Model 2008^ Low mileage 41^000Km only price reduced for quick sale"
4,"Rule1058654351","TB_TEMP",8,"title","Nissan Murano full option^ Model 2008^ Low mileage 41^000Km only price reduced for quick sale"
5,"Rule1058654351","TB_TEMP",18,"brand_name","ford"
5,"Rule1058654351","TB_TEMP",18,"title","Nissan Murano full option^ Model 2008^ Low mileage 41^000Km only price reduced for quick sale"
5,"Rule1058654351","TB_TEMP",14,"title","Nissan Murano full option^ Model 2008^ Low mileage 41^000Km only price reduced for quick sale"
5,"Rule1058654351","TB_TEMP",14,"brand_name","toyota"
6,"Rule1058654351","TB_TEMP",8,"brand_name","nissan"
6,"Rule1058654351","TB_TEMP",8,"title","Nissan Murano full option^ Model 2008^ Low mileage 41^000Km only price reduced for quick sale"
6,"Rule1058654351","TB_TEMP",14,"title","Nissan Murano full option^ Model 2008^ Low mileage 41^000Km only price reduced for quick sale"
6,"Rule1058654351","TB_TEMP",14,"brand_name","toyota"
7,"Rule1058654351","TB_TEMP",12,"title","Hyundai Sonata 2012"
7,"Rule1058654351","TB_TEMP",12,"brand_name","hyundai"
7,"Rule1058654351","TB_TEMP",25,"brand_name","mitsubishi"
7,"Rule1058654351","TB_TEMP",25,"title","Hyundai Sonata 2012"
8,"Rule1058654351","TB_TEMP",12,"title","Hyundai Sonata 2012"
8,"Rule1058654351","TB_TEMP",16,"brand_name","toyota"
8,"Rule1058654351","TB_TEMP",12,"brand_name","hyundai"
8,"Rule1058654351","TB_TEMP",16,"title","Hyundai Sonata 2012"
9,"Rule1058654351","TB_TEMP",6,"title","Toyota Yaris 2006 MANUAL GEAR"
9,"Rule1058654351","TB_TEMP",4,"brand_name","toyota"
9,"Rule1058654351","TB_TEMP",4,"title","Toyota Yaris 2006 MANUAL GEAR"
9,"Rule1058654351","TB_TEMP",6,"brand_name","honda"
10,"Rule1058654351","TB_TEMP",16,"brand_name","toyota"
10,"Rule1058654351","TB_TEMP",25,"brand_name","mitsubishi"
10,"Rule1058654351","TB_TEMP",16,"title","Hyundai Sonata 2012"
10,"Rule1058654351","TB_TEMP",25,"title","Hyundai Sonata 2012"
11,"Rule1058654351","TB_TEMP",11,"brand_name","hyundai"
11,"Rule1058654351","TB_TEMP",11,"title","HYUNDAI TUCSON 2008^1ST OWNER^"
11,"Rule1058654351","TB_TEMP",13,"brand_name","mitsubishi"
11,"Rule1058654351","TB_TEMP",13,"title","HYUNDAI TUCSON 2008^1ST OWNER^"
12,"Rule1058654351","TB_TEMP",21,"title","For Sell Mitsubishi Pajero 2006"
12,"Rule1058654351","TB_TEMP",21,"brand_name","Toyota"
12,"Rule1058654351","TB_TEMP",7,"brand_name","mitsubishi"
12,"Rule1058654351","TB_TEMP",7,"title","For Sell Mitsubishi Pajero 2006"
